"","sample_year","sample_date","project_code","trip_no","effort_no","submitter_sample_id","management_area_code","location_code","fishery_code","gear_type","gear_code","submitter_specimen_id","date_sampled","field_species_code","length","length_type_code","weight","weight_type_code","gender_code","maturity_code","specimen_comment","Bin","BinLocation","ADUID"
"956",2017,2017-07-02,"SO2","0039","KS17-5591","KS17058200201707020039","KSH","K13","CO","Dredge","22",9,2017-07-02,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","K13 (123,125]","17K5591~039"
"957",2017,2017-07-06,"SO2","0122","KS17-5591","KS17058200201707060122","KSH","K13","CO","Dredge","22",8,2017-07-06,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","K13 (123,125]","17K5591~122"
"958",2017,2017-07-08,"SO1","0156","KS17-5591","KS17058200201707080156","KSH","K13","CO","Dredge","22",15,2017-07-08,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","K13 (123,125]","17K5591~156"
"959",2017,2017-07-10,"SO1","0202","KS17-5591","KS17058200201707100202","KSH","K13","CO","Dredge","22",19,2017-07-10,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","K13 (123,125]","17K5591~202"
"960",2017,2017-07-03,"SO1","0057","KS17-5591","KS17058200201707030057","KSH","K13","CO","Dredge","22",10,2017-07-03,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","K13 (123,125]","17K5591~057"
"961",2017,2017-07-07,"SO1","0137","KS17-5591","KS17058200201707070137","KSH","K13","CO","Dredge","22",17,2017-07-07,"850",133,"SH",NA,"WH",NA,NA,NA,"(131,133]","K13 (131,133]","17K5591~137"
"962",2017,2017-07-07,"SO1","0135","KS17-5591","KS17058200201707070135","KSH","K13","CO","Dredge","22",14,2017-07-07,"850",133,"SH",NA,"WH",NA,NA,NA,"(131,133]","K13 (131,133]","17K5591~135"
"964",2017,2017-07-04,"SO2","0080","KS17-5591","KS17058200201707040080","KSH","K13","CO","Dredge","22",9,2017-07-04,"850",133,"SH",NA,"WH",NA,NA,NA,"(131,133]","K13 (131,133]","17K5591~080"
"966",2017,2017-07-06,"SO2","0122","KS17-5591","KS17058200201707060122","KSH","K13","CO","Dredge","22",5,2017-07-06,"850",114,"SH",NA,"WH",NA,NA,NA,"(113,115]","K13 (113,115]","17K5591~122"
"967",2017,2017-07-08,"SO1","0156","KS17-5591","KS17058200201707080156","KSH","K13","CO","Dredge","22",5,2017-07-08,"850",114,"SH",NA,"WH",NA,NA,NA,"(113,115]","K13 (113,115]","17K5591~156"
"970",2017,2017-07-03,"SO1","0055","KS17-5591","KS17058200201707030055","KSH","K13","CO","Dredge","22",7,2017-07-03,"850",114,"SH",NA,"WH",NA,NA,NA,"(113,115]","K13 (113,115]","17K5591~055"
"971",2017,2017-07-05,"SO1","0097","KS17-5591","KS17058200201707050097","KSH","K13","CO","Dredge","22",46,2017-07-05,"850",93,"SH",NA,"WH",NA,NA,NA,"(91,93]","K13 (91,93]","17K5591~097"
"972",2017,2017-07-05,"SO1","0094","KS17-5591","KS17058200201707050094","KSH","K13","CO","Dredge","22",45,2017-07-05,"850",92,"SH",NA,"WH",NA,NA,NA,"(91,93]","K13 (91,93]","17K5591~094"
"973",2017,2017-07-03,"SO1","0055","KS17-5591","KS17058200201707030055","KSH","K13","CO","Dredge","22",47,2017-07-03,"850",93,"SH",NA,"WH",NA,NA,NA,"(91,93]","K13 (91,93]","17K5591~055"
"976",2017,2017-07-11,"SO1","0210","KS17-5591","KS17058200201707110210","KSH","K13","CO","Dredge","22",47,2017-07-11,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","K13 (97,99]","17K5591~210"
"978",2017,2017-07-09,"SO1","0165","KS17-5591","KS17058200201707090165","KSH","K13","CO","Dredge","22",52,2017-07-09,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","K13 (97,99]","17K5591~165"
"979",2017,2017-07-03,"SO1","0061","KS17-5591","KS17058200201707030061","KSH","K13","CO","Dredge","22",56,2017-07-03,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","K13 (97,99]","17K5591~061"
"981",2017,2017-07-05,"SO1","0094","KS17-5591","KS17058200201707050094","KSH","K13","CO","Dredge","22",15,2017-07-05,"850",171,"SH",NA,"WH",NA,NA,NA,"(169,171]","K13 (169,171]","17K5591~094"
"982",2017,2017-07-04,"SO1","0074","KS17-5591","KS17058200201707040074","KSH","K13","CO","Dredge","22",3,2017-07-04,"850",170,"SH",NA,"WH",NA,NA,NA,"(169,171]","K13 (169,171]","17K5591~074"
"986",2017,2017-07-07,"SO1","0135","KS17-5591","KS17058200201707070135","KSH","K13","CO","Dredge","22",54,2017-07-07,"850",86,"SH",NA,"WH",NA,NA,NA,"(85,87]","K13 (85,87]","17K5591~135"
"989",2017,2017-07-04,"SO1","0074","KS17-5591","KS17058200201707040074","KSH","K13","CO","Dredge","22",43,2017-07-04,"850",87,"SH",NA,"WH",NA,NA,NA,"(85,87]","K13 (85,87]","17K5591~074"
"991",2017,2017-07-04,"SO1","0076","KS17-5591","KS17058200201707040076","KSH","K13","CO","Dredge","22",12,2017-07-04,"850",146,"SH",NA,"WH",NA,NA,NA,"(145,147]","K13 (145,147]","17K5591~076"
"992",2017,2017-07-11,"SO1","0221","KS17-5591","KS17058200201707110221","KSH","K13","CO","Dredge","22",11,2017-07-11,"850",146,"SH",NA,"WH",NA,NA,NA,"(145,147]","K13 (145,147]","17K5591~221"
"996",2017,2017-07-04,"SO1","0078","KS17-5591","KS17058200201707040078","KSH","K13","CO","Dredge","22",13,2017-07-04,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","K13 (133,135]","17K5591~078"
"997",2017,2017-07-04,"SO2","0080","KS17-5591","KS17058200201707040080","KSH","K13","CO","Dredge","22",8,2017-07-04,"850",134,"SH",NA,"WH",NA,NA,NA,"(133,135]","K13 (133,135]","17K5591~080"
"1000",2017,2017-07-04,"SO2","0080","KS17-5591","KS17058200201707040080","KSH","K13","CO","Dredge","22",1,2017-07-04,"850",134,"SH",NA,"WH",NA,NA,NA,"(133,135]","K13 (133,135]","17K5591~080"
"1001",2017,2017-07-10,"SO1","0198","KS17-5591","KS17058200201707100198","KSH","K13","CO","Dredge","22",58,2017-07-10,"850",110,"SH",NA,"WH",NA,NA,NA,"(109,111]","K13 (109,111]","17K5591~198"
"1002",2017,2017-07-04,"SO2","0080","KS17-5591","KS17058200201707040080","KSH","K13","CO","Dredge","22",7,2017-07-04,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","K13 (109,111]","17K5591~080"
"1003",2017,2017-07-12,"SO1","0244","KS17-5591","KS17058200201707120244","KSH","K13","CO","Dredge","22",12,2017-07-12,"850",110,"SH",NA,"WH",NA,NA,NA,"(109,111]","K13 (109,111]","17K5591~244"
"1006",2017,2017-07-05,"SO1","0097","KS17-5591","KS17058200201707050097","KSH","K13","CO","Dredge","22",6,2017-07-05,"850",168,"SH",NA,"WH",NA,NA,NA,"(167,169]","K13 (167,169]","17K5591~097"
"1011",2017,2017-07-06,"SO1","0116","KS17-5591","KS17058200201707060116","KSH","K13","CO","Dredge","22",7,2017-07-06,"850",139,"SH",NA,"WH",NA,NA,NA,"(137,139]","K13 (137,139]","17K5591~116"
"1012",2017,2017-07-11,"SO1","0223","KS17-5591","KS17058200201707110223","KSH","K13","CO","Dredge","22",16,2017-07-11,"850",138,"SH",NA,"WH",NA,NA,NA,"(137,139]","K13 (137,139]","17K5591~223"
"1013",2017,2017-07-07,"SO1","0133","KS17-5591","KS17058200201707070133","KSH","K13","CO","Dredge","22",4,2017-07-07,"850",138,"SH",NA,"WH",NA,NA,NA,"(137,139]","K13 (137,139]","17K5591~133"
"1014",2017,2017-07-07,"SO1","0139","KS17-5591","KS17058200201707070139","KSH","K13","CO","Dredge","22",13,2017-07-07,"850",138,"SH",NA,"WH",NA,NA,NA,"(137,139]","K13 (137,139]","17K5591~139"
"1015",2017,2017-07-08,"SO2","0163","KS17-5591","KS17058200201707080163","KSH","K13","CO","Dredge","22",2,2017-07-08,"850",138,"SH",NA,"WH",NA,NA,NA,"(137,139]","K13 (137,139]","17K5591~163"
"1016",2017,2017-07-06,"SO2","0122","KS17-5591","KS17058200201707060122","KSH","K13","CO","Dredge","22",7,2017-07-06,"850",122,"SH",NA,"WH",NA,NA,NA,"(121,123]","K13 (121,123]","17K5591~122"
"1019",2017,2017-07-09,"SO1","0179","KS17-5591","KS17058200201707090179","KSH","K13","CO","Dredge","22",4,2017-07-09,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","K13 (121,123]","17K5591~179"
"1021",2017,2017-07-12,"SO1","0244","KS17-5591","KS17058200201707120244","KSH","K13","CO","Dredge","22",2,2017-07-12,"850",118,"SH",NA,"WH",NA,NA,NA,"(117,119]","K13 (117,119]","17K5591~244"
"1025",2017,2017-07-10,"SO2","0204","KS17-5591","KS17058200201707100204","KSH","K13","CO","Dredge","22",3,2017-07-10,"850",118,"SH",NA,"WH",NA,NA,NA,"(117,119]","K13 (117,119]","17K5591~204"
"1026",2017,2017-07-07,"SO1","0141","KS17-5591","KS17058200201707070141","KSH","K13","CO","Dredge","22",6,2017-07-07,"850",142,"SH",NA,"WH",NA,NA,NA,"(141,143]","K13 (141,143]","17K5591~141"
"1031",2017,2017-07-08,"SO1","0161","KS17-5591","KS17058200201707080161","KSH","K13","CO","Dredge","22",53,2017-07-08,"850",77,"SH",NA,"WH",NA,NA,NA,"(75,77]","K13 (75,77]","17K5591~161"
"1036",2017,2017-07-08,"SO2","0163","KS17-5591","KS17058200201707080163","KSH","K13","CO","Dredge","22",1,2017-07-08,"850",166,"SH",NA,"WH",NA,NA,NA,"(165,167]","K13 (165,167]","17K5591~163"
"1041",2017,2017-07-08,"SO2","0163","KS17-5591","KS17058200201707080163","KSH","K13","CO","Dredge","22",10,2017-07-08,"850",165,"SH",NA,"WH",NA,NA,NA,"(163,165]","K13 (163,165]","17K5591~163"
"1044",2017,2017-07-10,"SO1","0200","KS17-5591","KS17058200201707100200","KSH","K13","CO","Dredge","22",7,2017-07-10,"850",165,"SH",NA,"WH",NA,NA,NA,"(163,165]","K13 (163,165]","17K5591~200"
"1046",2017,2017-07-09,"SO1","0177","KS17-5591","KS17058200201707090177","KSH","K13","CO","Dredge","22",57,2017-07-09,"850",79,"SH",NA,"WH",NA,NA,NA,"(77,79]","K13 (77,79]","17K5591~177"
"1051",2017,2017-07-12,"SO1","0249","KS17-5591","KS17058200201707120249","KSH","K14","CO","Dredge","22",10,2017-07-12,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","K14 (111,113]","17K5591~249"
"1056",2017,2017-07-12,"SO1","0249","KS17-5591","KS17058200201707120249","KSH","K14","CO","Dredge","22",20,2017-07-12,"850",110,"SH",NA,"WH",NA,NA,NA,"(109,111]","K14 (109,111]","17K5591~249"
"1057",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",4,2017-07-12,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","K14 (109,111]","17K5591~252"
"1061",2017,2017-07-12,"SO1","0249","KS17-5591","KS17058200201707120249","KSH","K14","CO","Dredge","22",50,2017-07-12,"850",91,"SH",NA,"WH",NA,NA,NA,"(89,91]","K14 (89,91]","17K5591~249"
"1066",2017,2017-07-12,"SO1","0249","KS17-5591","KS17058200201707120249","KSH","K14","CO","Dredge","22",60,2017-07-12,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K14 (103,105]","17K5591~249"
"1071",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",1,2017-07-12,"850",145,"SH",NA,"WH",NA,NA,NA,"(143,145]","K14 (143,145]","17K5591~252"
"1076",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",2,2017-07-12,"850",143,"SH",NA,"WH",NA,NA,NA,"(141,143]","K14 (141,143]","17K5591~252"
"1081",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",3,2017-07-12,"850",139,"SH",NA,"WH",NA,NA,NA,"(137,139]","K14 (137,139]","17K5591~252"
"1086",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",5,2017-07-12,"850",158,"SH",NA,"WH",NA,NA,NA,"(157,159]","K14 (157,159]","17K5591~252"
"1091",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",6,2017-07-12,"850",127,"SH",NA,"WH",NA,NA,NA,"(125,131]","K14 (125,131]","17K5591~252"
"1096",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",7,2017-07-12,"850",137,"SH",NA,"WH",NA,NA,NA,"(135,137]","K14 (135,137]","17K5591~252"
"1097",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",8,2017-07-12,"850",136,"SH",NA,"WH",NA,NA,NA,"(135,137]","K14 (135,137]","17K5591~252"
"1101",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",9,2017-07-12,"850",169,"SH",NA,"WH",NA,NA,NA,"(167,169]","K14 (167,169]","17K5591~252"
"1106",2017,2017-07-12,"SO2","0252","KS17-5591","KS17058200201707120252","KSH","K14","CO","Dredge","22",10,2017-07-12,"850",122,"SH",NA,"WH",NA,NA,NA,"(121,123]","K14 (121,123]","17K5591~252"
"1111",2017,2017-07-13,"SO1","0264","KS17-5591","KS17058200201707130264","KSH","K15","CO","Dredge","22",7,2017-07-13,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","K15 (131,133]","17K5591~264"
"1116",2017,2017-07-13,"SO1","0264","KS17-5591","KS17058200201707130264","KSH","K15","CO","Dredge","22",17,2017-07-13,"850",114,"SH",NA,"WH",NA,NA,NA,"(113,115]","K15 (113,115]","17K5591~264"
"1121",2017,2017-07-13,"SO1","0264","KS17-5591","KS17058200201707130264","KSH","K15","CO","Dredge","22",47,2017-07-13,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","K15 (97,99]","17K5591~264"
"1126",2017,2017-07-13,"SO1","0264","KS17-5591","KS17058200201707130264","KSH","K15","CO","Dredge","22",57,2017-07-13,"850",100,"SH",NA,"WH",NA,NA,NA,"(99,101]","K15 (99,101]","17K5591~264"
"1131",2017,2017-07-13,"SO1","0265","KS17-5591","KS17058200201707130265","KSH","K16","CO","Dredge","22",6,2017-07-13,"850",128,"SH",NA,"WH",NA,NA,NA,"(125,131]","K16 (125,131]","17K5591~265"
"1136",2017,2017-07-13,"SO1","0265","KS17-5591","KS17058200201707130265","KSH","K16","CO","Dredge","22",16,2017-07-13,"850",134,"SH",NA,"WH",NA,NA,NA,"(133,135]","K16 (133,135]","17K5591~265"
"1141",2017,2017-07-13,"SO1","0265","KS17-5591","KS17058200201707130265","KSH","K16","CO","Dredge","22",46,2017-07-13,"850",103,"SH",NA,"WH",NA,NA,NA,"(101,103]","K16 (101,103]","17K5591~265"
"1146",2017,2017-07-13,"SO1","0265","KS17-5591","KS17058200201707130265","KSH","K16","CO","Dredge","22",56,2017-07-13,"850",93,"SH",NA,"WH",NA,NA,NA,"(91,93]","K16 (91,93]","17K5591~265"
"1151",2017,2017-07-13,"SO1","0267","KS17-5591","KS17058200201707130267","KSH","K17","CO","Dredge","22",2,2017-07-13,"850",146,"SH",NA,"WH",NA,NA,NA,"(145,147]","K17 (145,147]","17K5591~267"
"1156",2017,2017-07-13,"SO1","0271","KS17-5591","KS17058200201707130271","KSH","K17","CO","Dredge","22",1,2017-07-13,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","K17 (133,135]","17K5591~271"
"1161",2017,2017-07-13,"SO1","0267","KS17-5591","KS17058200201707130267","KSH","K17","CO","Dredge","22",42,2017-07-13,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K17 (103,105]","17K5591~267"
"1166",2017,2017-07-13,"SO1","0267","KS17-5591","KS17058200201707130267","KSH","K17","CO","Dredge","22",52,2017-07-13,"850",102,"SH",NA,"WH",NA,NA,NA,"(101,103]","K17 (101,103]","17K5591~267"
"1171",2017,2017-07-13,"SO1","0269","KS17-5591","KS17058200201707130269","KSH","K17","CO","Dredge","22",8,2017-07-13,"850",128,"SH",NA,"WH",NA,NA,NA,"(125,131]","K17 (125,131]","17K5591~269"
"1176",2017,2017-07-13,"SO1","0269","KS17-5591","KS17058200201707130269","KSH","K17","CO","Dredge","22",18,2017-07-13,"850",143,"SH",NA,"WH",NA,NA,NA,"(141,143]","K17 (141,143]","17K5591~269"
"1181",2017,2017-07-13,"SO1","0269","KS17-5591","KS17058200201707130269","KSH","K17","CO","Dredge","22",48,2017-07-13,"850",114,"SH",NA,"WH",NA,NA,NA,"(113,115]","K17 (113,115]","17K5591~269"
"1186",2017,2017-07-13,"SO1","0269","KS17-5591","KS17058200201707130269","KSH","K17","CO","Dredge","22",58,2017-07-13,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","K17 (115,117]","17K5591~269"
"1191",2017,2017-07-13,"SO1","0271","KS17-5591","KS17058200201707130271","KSH","K17","CO","Dredge","22",11,2017-07-13,"850",139,"SH",NA,"WH",NA,NA,NA,"(137,139]","K17 (137,139]","17K5591~271"
"1196",2017,2017-07-13,"SO1","0271","KS17-5591","KS17058200201707130271","KSH","K17","CO","Dredge","22",41,2017-07-13,"850",88,"SH",NA,"WH",NA,NA,NA,"(87,89]","K17 (87,89]","17K5591~271"
"1201",2017,2017-07-13,"SO1","0271","KS17-5591","KS17058200201707130271","KSH","K17","CO","Dredge","22",51,2017-07-13,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","K17 (97,99]","17K5591~271"
"1206",2017,2017-07-14,"SO1","0282","KS17-5591","KS17058200201707140282","KSH","K18","CO","Dredge","22",8,2017-07-14,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","K18 (121,123]","17K5591~282"
"1211",2017,2017-07-14,"SO1","0282","KS17-5591","KS17058200201707140282","KSH","K18","CO","Dredge","22",18,2017-07-14,"850",121,"SH",NA,"WH",NA,NA,NA,"(119,121]","K18 (119,121]","17K5591~282"
"1216",2017,2017-07-14,"SO1","0282","KS17-5591","KS17058200201707140282","KSH","K18","CO","Dredge","22",48,2017-07-14,"850",95,"SH",NA,"WH",NA,NA,NA,"(93,95]","K18 (93,95]","17K5591~282"
"1221",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",7,2017-07-14,"850",109,"SH",NA,"WH",NA,NA,NA,"(107,109]","K18 (107,109]","17K5591~290"
"1222",2017,2017-07-14,"SO1","0288","KS17-5591","KS17058200201707140288","KSH","K18","CO","Dredge","22",58,2017-07-14,"850",108,"SH",NA,"WH",NA,NA,NA,"(107,109]","K18 (107,109]","17K5591~288"
"1224",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",3,2017-07-14,"850",109,"SH",NA,"WH",NA,NA,NA,"(107,109]","K18 (107,109]","17K5591~290"
"1226",2017,2017-07-14,"SO1","0284","KS17-5591","KS17058200201707140284","KSH","K18","CO","Dredge","22",11,2017-07-14,"850",145,"SH",NA,"WH",NA,NA,NA,"(143,145]","K18 (143,145]","17K5591~284"
"1228",2017,2017-07-14,"SO1","0284","KS17-5591","KS17058200201707140284","KSH","K18","CO","Dredge","22",1,2017-07-14,"850",145,"SH",NA,"WH",NA,NA,NA,"(143,145]","K18 (143,145]","17K5591~284"
"1231",2017,2017-07-14,"SO1","0286","KS17-5591","KS17058200201707140286","KSH","K18","CO","Dredge","22",43,2017-07-14,"850",103,"SH",NA,"WH",NA,NA,NA,"(101,103]","K18 (101,103]","17K5591~286"
"1235",2017,2017-07-14,"SO1","0284","KS17-5591","KS17058200201707140284","KSH","K18","CO","Dredge","22",41,2017-07-14,"850",102,"SH",NA,"WH",NA,NA,NA,"(101,103]","K18 (101,103]","17K5591~284"
"1236",2017,2017-07-14,"SO1","0284","KS17-5591","KS17058200201707140284","KSH","K18","CO","Dredge","22",51,2017-07-14,"850",104,"SH",NA,"WH",NA,NA,NA,"(103,105]","K18 (103,105]","17K5591~284"
"1237",2017,2017-07-15,"SO1","0303","KS17-5591","KS17058200201707150303","KSH","K18","CO","Dredge","22",57,2017-07-15,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K18 (103,105]","17K5591~303"
"1238",2017,2017-07-14,"SO1","0288","KS17-5591","KS17058200201707140288","KSH","K18","CO","Dredge","22",48,2017-07-14,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K18 (103,105]","17K5591~288"
"1241",2017,2017-07-14,"SO1","0286","KS17-5591","KS17058200201707140286","KSH","K18","CO","Dredge","22",3,2017-07-14,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","K18 (123,125]","17K5591~286"
"1246",2017,2017-07-14,"SO1","0286","KS17-5591","KS17058200201707140286","KSH","K18","CO","Dredge","22",13,2017-07-14,"850",154,"SH",NA,"WH",NA,NA,NA,"(153,155]","K18 (153,155]","17K5591~286"
"1247",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",5,2017-07-14,"850",155,"SH",NA,"WH",NA,NA,NA,"(153,155]","K18 (153,155]","17K5591~290"
"1250",2017,2017-07-15,"SO1","0303","KS17-5591","KS17058200201707150303","KSH","K18","CO","Dredge","22",17,2017-07-15,"850",155,"SH",NA,"WH",NA,NA,NA,"(153,155]","K18 (153,155]","17K5591~303"
"1251",2017,2017-07-14,"SO1","0286","KS17-5591","KS17058200201707140286","KSH","K18","CO","Dredge","22",53,2017-07-14,"850",101,"SH",NA,"WH",NA,NA,NA,"(99,101]","K18 (99,101]","17K5591~286"
"1256",2017,2017-07-14,"SO1","0288","KS17-5591","KS17058200201707140288","KSH","K18","CO","Dredge","22",18,2017-07-14,"850",147,"SH",NA,"WH",NA,NA,NA,"(145,147]","K18 (145,147]","17K5591~288"
"1261",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",6,2017-07-14,"850",163,"SH",NA,"WH",NA,NA,NA,"(161,163]","K18 (161,163]","17K5591~290"
"1264",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",1,2017-07-14,"850",163,"SH",NA,"WH",NA,NA,NA,"(161,163]","K18 (161,163]","17K5591~290"
"1266",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",2,2017-07-14,"850",137,"SH",NA,"WH",NA,NA,NA,"(135,137]","K18 (135,137]","17K5591~290"
"1271",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",4,2017-07-14,"850",150,"SH",NA,"WH",NA,NA,NA,"(149,151]","K18 (149,151]","17K5591~290"
"1276",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",8,2017-07-14,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","K18 (133,135]","17K5591~290"
"1281",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",9,2017-07-14,"850",130,"SH",NA,"WH",NA,NA,NA,"(125,131]","K18 (125,131]","17K5591~290"
"1286",2017,2017-07-14,"SO2","0290","KS17-5591","KS17058200201707140290","KSH","K18","CO","Dredge","22",10,2017-07-14,"850",157,"SH",NA,"WH",NA,NA,NA,"(155,157]","K18 (155,157]","17K5591~290"
"1291",2017,2017-07-15,"SO1","0301","KS17-5591","KS17058200201707150301","KSH","K18","CO","Dredge","22",12,2017-07-15,"850",153,"SH",NA,"WH",NA,NA,NA,"(151,153]","K18 (151,153]","17K5591~301"
"1296",2017,2017-07-15,"SO1","0303","KS17-5591","KS17058200201707150303","KSH","K18","CO","Dredge","22",7,2017-07-15,"850",140,"SH",NA,"WH",NA,NA,NA,"(139,141]","K18 (139,141]","17K5591~303"
"1301",2017,2017-07-15,"SO1","0303","KS17-5591","KS17058200201707150303","KSH","K18","CO","Dredge","22",47,2017-07-15,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","K18 (105,107]","17K5591~303"
"1306",2017,2017-07-16,"SO1","0311","KS17-5591","KS17058200201707160311","KNE","K05","CO","Dredge","22",9,2017-07-16,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","K05 (123,125]","17K5591~311"
"1311",2017,2017-07-16,"SO1","0311","KS17-5591","KS17058200201707160311","KNE","K05","CO","Dredge","22",19,2017-07-16,"850",104,"SH",NA,"WH",NA,NA,NA,"(103,105]","K05 (103,105]","17K5591~311"
"1316",2017,2017-07-16,"SO1","0311","KS17-5591","KS17058200201707160311","KNE","K05","CO","Dredge","22",49,2017-07-16,"850",92,"SH",NA,"WH",NA,NA,NA,"(91,93]","K05 (91,93]","17K5591~311"
"1321",2017,2017-07-16,"SO1","0311","KS17-5591","KS17058200201707160311","KNE","K05","CO","Dredge","22",59,2017-07-16,"850",101,"SH",NA,"WH",NA,NA,NA,"(99,101]","K05 (99,101]","17K5591~311"
"1326",2017,2017-07-16,"SO1","0313","KS17-5591","KS17058200201707160313","KNE","K02","CO","Dredge","22",3,2017-07-16,"850",149,"SH",NA,"WH",NA,NA,NA,"(147,149]","K02 (147,149]","17K5591~313"
"1327",2017,2017-07-20,"SO1","0347","KS17-5591","KS17058200201707200347","KNE","K02","CO","Dredge","22",12,2017-07-20,"850",148,"SH",NA,"WH",NA,NA,NA,"(147,149]","K02 (147,149]","17K5591~347"
"1331",2017,2017-07-16,"SO1","0313","KS17-5591","KS17058200201707160313","KNE","K02","CO","Dredge","22",13,2017-07-16,"850",146,"SH",NA,"WH",NA,NA,NA,"(145,147]","K02 (145,147]","17K5591~313"
"1332",2017,2017-07-19,"SO1","0331","KS17-5591","KS17058200201707190331","KNE","K02","CO","Dredge","22",19,2017-07-19,"850",146,"SH",NA,"WH",NA,NA,NA,"(145,147]","K02 (145,147]","17K5591~331"
"1336",2017,2017-07-16,"SO1","0315","KS17-5591","KS17058200201707160315","KNE","K02","CO","Dredge","22",6,2017-07-16,"850",141,"SH",NA,"WH",NA,NA,NA,"(139,141]","K02 (139,141]","17K5591~315"
"1337",2017,2017-07-20,"SO1","0345","KS17-5591","KS17058200201707200345","KNE","K02","CO","Dredge","22",1,2017-07-20,"850",140,"SH",NA,"WH",NA,NA,NA,"(139,141]","K02 (139,141]","17K5591~345"
"1341",2017,2017-07-16,"SO1","0315","KS17-5591","KS17058200201707160315","KNE","K02","CO","Dredge","22",16,2017-07-16,"850",154,"SH",NA,"WH",NA,NA,NA,"(153,155]","K02 (153,155]","17K5591~315"
"1346",2017,2017-07-16,"SO1","0315","KS17-5591","KS17058200201707160315","KNE","K02","CO","Dredge","22",46,2017-07-16,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","K02 (109,111]","17K5591~315"
"1351",2017,2017-07-16,"SO1","0315","KS17-5591","KS17058200201707160315","KNE","K02","CO","Dredge","22",56,2017-07-16,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K02 (103,105]","17K5591~315"
"1353",2017,2017-07-19,"SO1","0325","KS17-5591","KS17058200201707190325","KNE","K02","CO","Dredge","22",47,2017-07-19,"850",104,"SH",NA,"WH",NA,NA,NA,"(103,105]","K02 (103,105]","17K5591~325"
